# pdb h1 h2 h3 l1 l2 l3
4nwu 43.9893670886 29.6075193798 34.244198895 29.0422962963 31.2301724138 25.923875
4nwt 38.3956338028 26.8781395349 36.3055801105 41.2114814815 36.2413793103 25.922625
2iq9 52.070125 41.8888111888 54.8790909091 32.4064 26.8320689655 25.3531884058
6aq7 24.6885882353 31.7226530612 24.3719354839 25.720619469 28.3678846154 24.341038961
2b1a 67.4364705882 70.9599264706 71.0394594595 70.075 70.0781666667 71.049009901
3kym 33.4537647059 44.1731147541 44.8209782609 52.8841975309 40.6174 47.496626506
2b1h 38.4423529412 42.1479411765 44.4437837838 41.1135 43.8001666667 40.453960396
2igf 18.6554666667 17.6840163934 13.3566666667 20.0759055118 11.0412068966 13.3542647059
6b3s 62.1256666667 53.0869465649 56.3868235294 64.2036 68.7036363636 60.183
3iet 29.1640243902 28.8267307692 34.6135714286 28.2981746032 35.4281034483 25.7250847458
6ey0 110.4656 90.955390625 86.8177358491 none none none
3qxu 37.4079518072 21.0824590164 18.8131707317 none none none
3qxv 53.8639759036 38.2230327869 36.8959349593 none none none
3qxw 31.6030120482 31.1551639344 28.8064227642 none none none
6ey6 46.7732894737 42.2036065574 41.6219879518 none none none
6b3d 34.0205952381 44.7859562842 43.44925 43.555625 36.5230357143 40.4347297297
5etu 30.0954545455 33.222983871 29.0199009901 28.3978947368 28.9996153846 25.0950649351
4m7j 43.1993421053 47.6668067227 56.1158241758 62.7876470588 67.2917241379 52.7068493151
4m7k 24.0225 32.0807086614 28.0207142857 33.8336434109 27.9331034483 24.831025641
1bz7 15.85775 16.9155833333 23.4720754717 22.2519767442 21.0362711864 13.3730555556
4krm 59.297972028 62.2540454545 51.6511210762 none none none
6gk8 45.8586046512 43.7295555556 43.144673913 52.290141844 41.9827777778 41.3267073171
4m7z 37.9627631579 33.3593277311 53.7994505495 31.4145588235 36.0279310345 30.2560273973
2uzi 15.1743037975 15.9859854015 18.1566666667 32.2995294118 32.3012765957 25.7575362319
3hi1 94.255 121.730387597 87.7036440678 130.858804348 105.290227273 115.794722222
3hi6 20.0335164835 25.0385714286 22.7672164948 18.5661445783 19.4397777778 16.2916129032
6gk7 86.2888505747 88.2690977444 84.4181188119 86.2991608392 68.1896491228 66.9497590361
5ihz 25.5955844156 23.9169642857 39.8280769231 40.9770588235 55.6398684211 36.7793939394
1jhl 11.8476666667 17.2861486486 11.7619178082 17.5778481013 20.3434782609 13.6564705882
6dbe 33.1281651376 31.0153138075 33.3746564885 none none none
1jhk 77.5844444444 45.818540146 58.8650943396 30.4012941176 33.646 27.9639534884
6csy 43.4580722892 45.0141071429 50.5204166667 none none none
2eiz 23.1124096386 24.866796875 20.0167391304 21.1260240964 20.6455769231 17.0870512821
5ihu 115.667481481 76.6608018868 115.436505073 77.4444585987 85.0485393258 74.3428244275
4o51 49.2559210526 50.2333050847 39.3553030303 43.4921153846 49.3204651163 33.8468055556
1yef 23.5001086957 25.0532857143 23.9385714286 22.3837301587 23.175 18.3931081081
4o58 49.1567105263 42.1860447761 45.0155191257 54.3085057471 64.8048076923 42.4865432099
1dlf 11.1029268293 14.1211184211 12.4116504854 10.0165079365 11.9987931034 8.67614285714
3ifl 19.9187012987 13.8970068027 12.404 13.09544 11.8562068966 9.57281690141
4k7p 37.292 37.440212766 39.3616793893 58.8664444444 54.57 39.8913157895
1jpt 24.8438461538 23.5343571429 19.4719117647 17.1667391304 19.0721153846 15.7231081081
5kg9 86.7246551724 108.569262295 82.5505172414 82.5930526316 74.1753012048 96.9848039216
5bk2 45.2921518987 44.6685483871 43.6264534884 50.8169863014 48.5648979592 46.1231521739
1bzq 16.3846428571 23.1027522936 21.4177777778 none none none
1ztx 22.069010989 32.2562686567 24.5820512821 28.2358108108 33.5081666667 21.4580263158
2g2r 32.3012790698 32.544751773 32.06875 32.9396875 31.3980769231 31.4643835616
4idl 15.9736363636 21.2138596491 21.7475373134 none none none
4uin 25.8335757576 33.6847490347 26.4276076555 25.8225581395 32.1398245614 24.2857480315
4uil 107.130239521 113.513398437 107.7186 121.535088757 129.410603448 100.230615385
4xgz 35.0880769231 35.0241549296 39.4334285714 57.3038356164 40.3895918367 41.8895384615
4g7v 35.9856944444 36.1881538462 32.3606741573 38.3224657534 31.9742857143 33.1456179775
1dl7 50.6487323944 55.0989256198 57.8609302326 46.5631313131 43.0778181818 58.580952381
4o5l 22.8047368421 22.4143283582 26.1687431694 22.3473563218 19.7265384615 19.922345679
5w24 15.4355172414 16.363649635 19.3697560976 16.70325 18.6347916667 13.242027027
4g7y 45.8883333333 43.6953076923 39.3034831461 51.8716438356 36.0806122449 51.8695505618
5od0 20.7964130435 22.0445669291 19.0239285714 19.9819148936 14.1926666667 14.6828571429
3nfs 54.5753409091 53.0067808219 62.1062 45.708630137 69.3046808511 45.3376623377
1q0x 20.2466292135 24.191 23.6603225806 30.155959596 26.8354 35.4406849315
1q0y 22.6173033708 26.1870769231 27.6527956989 31.4398989899 28.5258 33.1756164384
1a0q 34.945 27.1646323529 51.0215384615 24.7801149425 22.57 23.6338666667
1pz5 17.5618888889 21.3053594771 16.2643859649 14.6870866142 16.1196551724 13.0488333333
6ca6 30.4596551724 29.5373188406 32.3652972973 37.2984269663 35.7640816327 30.8747222222
6ca7 33.8445783133 30.3171851852 37.6772361809 20.8206593407 21.3725 24.47453125
1d5b 43.5917045455 37.553875969 79.9577777778 48.4855172414 64.662 39.2096385542
6ca9 93.309875 88.3673722628 89.3065608466 93.606091954 80.0418181818 95.16640625
3d85 23.920125 26.7066896552 24.2527777778 34.9984269663 30.7586538462 24.8589041096
1d5i 47.265505618 42.2380620155 65.6332323232 28.8543529412 32.5032758621 28.1186746988
5drn 28.0685897436 31.1909230769 33.1377227723 32.1028037383 30.7112 27.538452381
1rzk 32.9250588235 42.6588888889 36.2946103896 53.7842857143 57.6922222222 44.9093269231
1rzj 15.1336470588 17.1828888889 13.9027922078 23.6888311688 16.2 11.5386538462
1rzi 90.3704347826 81.9374015748 78.068 58.5907058824 54.9831111111 65.5461111111
4xpa 73.0343835616 75.0630534351 72.1487209302 75.4068965517 73.9595652174 67.1571232877
1rzg 43.4060273973 38.0068115942 46.9261946903 44.9515116279 46.4159183673 27.9806756757
1rzf 24.6745714286 25.772556391 32.9171578947 18.4961176471 23.1336206897 19.6167948718
5drx 51.4594047619 50.1081147541 41.3269620253 33.0566935484 33.466 33.1628235294
2r2h 21.1708139535 22.1034 22.987961165 24.912189781 23.4501724138 17.1238571429
5drz 34.9861627907 50.1017266187 42.4703703704 56.9859285714 40.5319298246 43.8278823529
5drw 44.53925 48.5548760331 40.1433766234 47.6774193548 45.4898181818 46.3449411765
2r2e 33.541744186 33.8221333333 51.5559223301 39.164379562 39.6482758621 28.095
2r2b 17.4637209302 18.1156 18.0133980583 21.3889051095 19.2279310345 15.0981428571
3nid 66.3067857143 67.0460431655 46.7917391304 58.7631081081 50.8251851852 45.5657894737
3nif 46.8830952381 52.1842446043 32.4822826087 46.8186486486 38.0764814815 37.2555263158
3nig 52.181547619 55.5038129496 36.9209782609 52.1121621622 43.2288888889 41.7222368421
4rzc 23.0847777778 32.2869465649 24.8690625 31.9810526316 31.9109302326 23.9208433735
5vnw 145.323291139 132.119917355 135.140860215 none none none
5vnv 17.7905063291 16.3452892562 26.4767741935 none none none
4xph 85.7375342466 87.7935114504 83.9710465116 84.1898850575 87.7565217391 79.3884931507
3vi3 43.4564444444 58.1065942029 45.338028169 58.5449618321 50.4186538462 51.3572839506
3vi4 48.9976666667 63.6197101449 53.2391549296 65.6132824427 60.2875 59.4392592593
1t66 36.2193258427 45.3480487805 46.2198305085 49.1007936508 58.8063793103 39.5773972603
5fb8 35.1765822785 37.1292957746 33.7508928571 44.8602608696 41.0996 38.4940506329
2hmi 6.20038461538 25.0742957746 14.5878021978 27.7243902439 23.5181818182 30.1145238095
4o9h 46.6017045455 55.8338738739 43.3822857143 46.8861111111 51.4121428571 48.6692307692
2r23 30.3608139535 28.6844666667 33.6080582524 32.0837226277 32.2794827586 24.1595714286
1rz8 26.5241176471 33.1545925926 26.081038961 29.4451948052 26.6324444444 22.1979807692
5dr5 34.3854444444 33.6542063492 31.0610714286 40.5882758621 43.4328846154 28.5979268293
4irz 63.7001219512 74.2522222222 45.7047142857 64.2224581006 49.8195283019 51.2161428571
4ojf 13.8321126761 15.6509677419 13.3055172414 17.594214876 14.9329090909 12.4707894737
2wzp 129.507721519 131.993043478 133.808796296 none none none
3qwo 33.0522 33.1785198556 26.151754386 41.3738356164 35.3483838384 24.8779389313
5j56 37.0314285714 49.3138095238 39.9381746032 none none none
5j57 25.8215909091 22.0769642857 23.6602290076 none none none
3c5s 40.3215517241 31.9871717172 34.0728571429 29.8753488372 29.7378431373 29.1936111111
3efd 70.3962025316 64.6520610687 64.1207258065 59.9561643836 63.0575510204 58.7315584416
6e3h 53.0470886076 69.3282758621 52.3669444444 58.3178688525 58.5293333333 54.0188888889
1wtl none none none 32.1938202247 37.9470212766 20.3125333333
5b3j 41.5578378378 33.268699187 30.2161111111 25.9394252874 29.7632142857 24.9573611111
4y8d 44.9698245614 41.8014492754 49.647037037 none none none
5b3n 20.1736842105 18.6654761905 29.0048648649 21.1082716049 15.8773584906 18.742
5hdo 35.8483561644 37.2354954955 50.5503472222 none none none
5b3c none none none 63.5884444444 63.959 57.2876315789
4dvr 68.6762637363 68.9832846715 75.8917647059 76.5813793103 96.6326086957 60.8306060606
5trp 40.6048888889 44.1164748201 46.5092622951 59.7702307692 44.631372549 47.265974026
2iff 22.5914285714 13.3522556391 14.4063636364 16.6909210526 19.7332653061 15.328115942
5hdq 28.0479775281 31.5336241611 27.8115238095 35.603037037 35.9468965517 27.2624418605
4dvb 26.7058024691 24.5227192982 24.3219178082 26.5177777778 25.0331111111 27.1378481013
4hdi 47.1560714286 57.6596124031 55.1550537634 73.5296825397 64.0370175439 67.1430136986
1dee 16.6444155844 33.4396350365 24.4375247525 27.6174712644 24.316 23.1923611111
1rhh 36.3425333333 29.7826515152 61.043559322 31.3451898734 34.2211111111 32.5791780822
4u0r 38.6219736842 47.6770895522 43.967008547 59.6747058824 51.358 56.1892
5xxy 42.0328846154 45.8037903226 46.0214965986 53.2605960265 54.0026213592 47.2788741722
2ymx 51.4229761905 60.0844029851 61.4669291339 33.9795454545 34.8939130435 43.1211392405
4nhc 76.1398550725 71.4748091603 96.6908955224 74.9951162791 70.6911111111 63.2317142857
3g5y 14.9873333333 18.4773282443 19.6616666667 24.0670886076 26.5388888889 17.014875
5tr8 67.4386419753 81.6186131387 61.7992941176 49.8305813953 65.8134482759 47.1487012987
1svz 25.884137931 37.5915714286 27.6523 26.9266292135 34.1887142857 25.405060241
2p8p 43.183875 40.0888636364 43.3372222222 49.0608219178 42.7102083333 38.0679518072
1plg 11.2358241758 15.2222695035 14.6945901639 23.974609375 25.8803333333 17.64
4ene 48.4663043478 53.46 33.0887068966 38.8126388889 31.8545098039 32.8301298701
5a2l 24.8001123596 28.9368627451 21.9375 25.8440217391 26.7891666667 22.261884058
5ud9 19.7034131737 22.6484710744 19.7041401274 20.9655757576 32.7948888889 20.0178616352
3qeg 38.3094736842 46.5207462687 39.7929268293 44.2296551724 32.8570454545 34.8526086957
5a2i 37.5191011236 42.0278431373 32.145 38.865 42.9933333333 29.342173913
2p8l 34.916625 36.6618939394 39.3609876543 38.4390410959 34.9910416667 32.4521686747
2p8m 42.463875 34.4656060606 34.8184042553 28.0506849315 26.9335416667 28.9696385542
1wt5 49.6989010989 49.6161832061 46.7322666667 46.3680620155 49.7625862069 42.4424637681
3qeh 14.965862069 26.6092198582 25.5638461538 28.0340458015 16.9518367347 24.2351666667
1gig 15.4414864865 24.516440678 15.233880597 20.9994949495 17.4718 13.07
3ifn 22.3883116883 23.5791156463 18.2691764706 19.26984 19.2513793103 14.1494366197
3ifo 22.3150649351 29.4967361111 23.9147572816 32.840703125 30.2024137931 24.6863768116
1nc2 17.1449350649 20.3369026549 19.8948979592 23.1 24.4752830189 20.115
5mv3 89.7923170732 83.7134666667 73.0586956522 112.899107143 100.004545455 72.2968571429
1nc4 18.2692207792 18.3177876106 19.3691836735 18.4213131313 22.6258490566 16.6642857143
1fe8 30.9561111111 34.5695081967 26.22625 25.4526436782 25.4955 26.9854411765
4lf3 49.0567088608 43.12 41.6210843373 40.0218292683 50.7886666667 31.9390140845
3ifp 27.9303797468 21.0166896552 23.30472 30.7679527559 34.7901724138 17.8611594203
4zfo 22.98625 24.4320769231 19.1402061856 18.0877631579 16.6654716981 15.8095
5ur8 26.3342696629 33.0827205882 30.7966666667 32.735875 31.2834 28.3572093023
5tdo 21.4157647059 21.0355072464 24.5604444444 33.8825641026 27.8701960784 31.7194666667
4tvs 32.7792857143 29.9201666667 31.9682467532 none none none
4zff 33.26875 36.4239669421 34.4486 44.075505618 35.2642553191 47.2624242424
4zfg 40.3219318182 50.2017355372 45.7103 45.904494382 43.2044680851 44.6466666667
3t65 15.1379069767 16.3280666667 15.1666990291 18.751459854 17.3962068966 12.4244285714
3cdy none none none 53.2661797753 53.5762 50.6485
3qyc 23.4921621622 22.6789565217 23.6252678571 none none none
1hkl 30.20625 12.6750574713 9.21357142857 9.81933962264 11.6777966102 4.45875
1mfa 19.3938709677 26.5645112782 19.6775714286 18.651 29.9074074074 19.5558024691
3fb5 83.9706896552 81.0329577465 63.993943662 63.1679268293 71.9080769231 50.7842682927
2h8p 50.0798850575 56.0536619718 41.2176056338 40.5014634146 49.6311538462 31.1175609756
5h35 53.4069620253 58.9500757576 54.1208695652 74.5123076923 60.3287931034 62.1882666667
2b2x 34.383373494 31.3787068966 28.6721917808 33.6527631579 30.3125 26.0326923077
3cdc none none none 23.6772413793 25.0258823529 19.182
3cdf none none none 14.6877011494 13.4707843137 9.9805
5euk 26.2612987013 26.2087096774 25.3398019802 29.1643902439 28.0621153846 23.2562337662
2old none none none 51.605106383 49.934 47.3926923077
5aum 22.0365333333 23.7597435897 17.7197222222 23.5042307692 25.1110909091 18.68765625
5tdn 19.6124705882 17.597826087 24.8910638298 36.8347435897 37.4149019608 29.8402666667
2pcp 22.5437362637 20.0907246377 17.3325675676 18.9001587302 19.3937288136 17.0048611111
5i0z 18.9622619048 22.3005517241 37.7352222222 none none none
1qp1 none none none 25.5656321839 24.189 22.13525
1kem 24.3887850467 35.2050526316 23.699382716 24.7952439024 24.1553246753 26.7430769231
1ncw 12.2537078652 15.209453125 14.6304109589 17.3481746032 14.277 13.112962963
3if1 25.1015853659 25.49 32.0705357143 23.6665873016 29.5629310345 22.9950847458
1nca 22.5192592593 21.3878832117 15.1598809524 23.6064473684 11.4201639344 13.1511111111
1ncb 23.1417283951 19.1886861314 14.4630952381 21.9803947368 11.048852459 12.3922222222
5tdp 21.6204705882 19.3403623188 26.5080851064 40.6317948718 40.4537254902 32.8274666667
1ncd 22.7365432099 18.7826277372 14.144047619 21.4918421053 10.6575409836 12.2383950617
1cu4 24.0338202247 23.3193571429 19.4526086957 20.2029508197 23.602 16.8686075949
5eu7 31.1035294118 39.1134351145 29.2935164835 50.711369863 31.646122449 51.1381428571
3cvh 51.3828235294 52.2073484848 52.6593636364 54.1929213483 67.317826087 52.6829113924
3cvi 24.0274117647 24.9728787879 23.7940909091 33.3419101124 33.3876086957 24.6306329114
4f15 39.1291891892 29.4455813953 30.6123684211 28.0177647059 28.4330434783 31.7254794521
2xa3 18.2208450704 13.8018032787 19.240621118 none none none
2xa8 40.1326436782 50.398487395 33.27875 58.8193220339 40.3323529412 49.0602597403
2d03 36.3597333333 36.0806722689 41.93275 42.0139516129 45.8253448276 35.3723943662
1u95 30.530875 32.2108333333 36.9301234568 36.5191780822 30.3227083333 29.7434939759
5ec2 47.943908046 47.8025373134 37.436056338 36.2056097561 43.5705769231 28.6864634146
5ec1 36.6811494253 35.8760447761 20.766056338 16.7954878049 25.5936538462 9.13390243902
1u91 27.970875 29.6508333333 34.3701234568 33.9591780822 27.7627083333 27.1834939759
1u93 27.030875 28.7108333333 33.4301234568 33.0191780822 26.8227083333 26.2434939759
1u92 33.16175 31.8343939394 39.1364197531 37.8430136986 30.8302083333 29.5195180723
1r0a 45.9641025641 51.5104225352 52.3178021978 59.3390243902 58.0627272727 52.7075
6d0x 40.115443038 36.8618248175 35.3942727273 33.3579761905 42.0047058824 30.1587341772
1ncc 22.282962963 17.724379562 9.36964285714 14.0430263158 8.03639344262 6.36481481481
4ztp 44.7402173913 42.2834782609 27.2936842105 26.236746988 26.0940816327 27.0542105263
4jj5 35.5481012658 35.8522627737 46.3458064516 50.0952 54.8306329114 47.3628431373
4pp2 48.782 50.411328125 47.2933333333 45.8614117647 49.4791666667 49.2622535211
1q1j 40.3585714286 39.1384057971 49.9309714286 41.6389010989 41.7811320755 37.6038043478
1t4k 56.9390277778 48.7376984127 91.7380645161 76.2807746479 71.6862068966 57.8378787879
2otw 25.9883333333 26.0976612903 34.1735 66.1378947368 72.4739240506 55.4438235294
4g6a 55.0051948052 48.0545454545 44.1818518519 45.2929565217 40.3879591837 39.9650649351
5j74 52.3276811594 50.33015625 55.459047619 53.4412162162 44.0732142857 39.8092957746
1qd0 25.2147126437 20.2750704225 16.3811811024 none none none
5jrp 39.9732954545 35.3576271186 27.1703731343 25.0894186047 31.4528301887 22.3820731707
1clz 5.86483516484 5.68359375 6.46974683544 15.1520155039 9.97982758621 3.77458333333
4g6f 41.3985714286 37.6183333333 46.022 47.8886206897 65.3994339623 39.6135227273
3ojd 19.6717073171 27.5756737589 32.7297478992 21.7902409639 27.7606382979 25.5458536585
4zto 28.2642391304 17.1131884058 18.1749122807 16.636746988 19.2942857143 17.6025438596
4o4y 21.2585526316 20.773559322 16.8753030303 24.8811538462 19.4576744186 21.9021428571
3upc 43.0191891892 43.5081981982 44.9777586207 none none none
4g6m 24.1176 26.6677372263 19.8389247312 24.5794252874 26.1982758621 17.1758108108
4a6y 41.219010989 27.3137878788 50.7489108911 34.1408602151 28.8226 30.293452381
6apo 14.261625 10.3806060606 16.2004166667 none none none
4fab 14.5034831461 15.3009756098 13.6929032258 13.92453125 8.36620689655 12.5979452055
4pb0 19.45125 34.8130263158 21.5744578313 25.1781196581 23.8255769231 20.0634177215
3ixt 54.6601315789 61.6659589041 49.8226086957 70.9982666667 58.0595918367 52.2918309859
6apc 13.1929113924 14.1261417323 21.242371134 14.0421052632 21.5314 10.8809473684
4pb9 41.0839772727 59.4219285714 38.5652212389 52.4489922481 38.7663461538 41.6480487805
2ipu 14.2366666667 18.7388811189 15.3063302752 19.68736 16.3751724138 15.0295652174
2ipt 22.3846666667 21.6753900709 25.7997247706 25.40296 18.975862069 17.5089855072
1kn2 25.6644565217 29.1099285714 26.8515873016 25.3466666667 27.0555769231 20.4204054054
2xt1 8.82837837838 11.6813114754 10.035 none none none
6apq 24.4882089552 25.4287931034 24.505875 none none none
6app 19.150625 15.4724242424 21.5233333333 none none none
4xvj 27.4381081081 26.87 24.658089172 25.0904347826 30.1705357143 24.1770731707
1egj 59.3018888889 54.8496153846 57.3195714286 67.6543902439 55.1104347826 58.6110126582
